country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Argentina,2020-07-21,-57,-20,-81,-53,-28,15
Argentina,2020-07-22,-59,-21,-80,-54,-27,16
Argentina,2020-07-23,-61,-25,-84,-57,-29,18
Argentina,2020-07-24,-57,-16,-81,-53,-26,19
Argentina,2020-07-25,-57,-12,-79,-48,-16,17
Argentina,2020-07-26,-67,-30,-79,-58,-18,17
Argentina,2020-07-27,-55,-19,-80,-53,-25,16
Argentina,2020-07-28,-54,-17,-78,-51,-26,15
Argentina,2020-07-29,-54,-17,-74,-51,-25,15
Argentina,2020-07-30,-56,-19,-78,-51,-26,17
Argentina,2020-07-31,-53,-13,-76,-50,-24,17
Argentina,2020-08-01,-53,-9,-75,-45,-15,16
Argentina,2020-08-02,-63,-26,-73,-56,-17,16
Argentina,2020-08-03,-54,-17,-76,-50,-24,15
Argentina,2020-08-04,-52,-14,-73,-48,-25,14
Argentina,2020-08-05,-52,-13,-71,-49,-24,14
Argentina,2020-08-06,-55,-17,-78,-52,-26,16
Argentina,2020-08-07,-54,-14,-79,-53,-25,18
Argentina,2020-08-08,-53,-8,-77,-45,-14,16
Argentina,2020-08-09,-65,-28,-78,-59,-19,17
Argentina,2020-08-10,-50,-14,-76,-49,-24,15
Argentina,2020-08-11,-50,-12,-74,-48,-25,15
Argentina,2020-08-12,-50,-13,-72,-48,-24,14
Argentina,2020-08-13,-50,-13,-73,-48,-24,16
Argentina,2020-08-14,-48,-8,-74,-46,-23,17
Argentina,2020-08-15,-45,1,-72,-38,-13,15
Argentina,2020-08-16,-57,-19,-72,-50,-12,15
Argentina,2020-08-17,-68,-40,-68,-65,-60,21
Argentina,2020-08-18,-51,-13,-74,-48,-23,14
Argentina,2020-08-19,-55,-18,-77,-52,-24,15
Argentina,2020-08-20,-55,-19,-75,-51,-24,16
Argentina,2020-08-21,-52,-11,-73,-48,-22,17
Argentina,2020-08-22,-52,-9,-71,-43,-13,15
Argentina,2020-08-23,-64,-29,-72,-54,-18,16
Argentina,2020-08-24,-53,-19,-73,-49,-23,15
Argentina,2020-08-25,-54,-20,-75,-51,-25,15
Argentina,2020-08-26,-57,-22,-76,-54,-24,15
Argentina,2020-08-27,-54,-20,-72,-49,-24,15
Argentina,2020-08-28,-53,-15,-73,-49,-22,17
Argentina,2020-08-29,-57,-16,-79,-50,-16,17
Argentina,2020-08-30,-65,-31,-73,-54,-20,17
Argentina,2020-08-31,-55,-22,-77,-51,-25,15
Argentina,2020-09-01,-56,-21,-78,-52,-27,16
Argentina,2020-09-02,-61,-28,-79,-62,-29,17
Argentina,2020-09-03,-55,-17,-75,-51,-26,16
Argentina,2020-09-04,-51,-11,-73,-47,-24,17
Argentina,2020-09-05,-51,-6,-71,-41,-15,15
Argentina,2020-09-06,-65,-29,-74,-54,-22,17
Argentina,2020-09-07,-51,-15,-72,-48,-27,15
Argentina,2020-09-08,-50,-13,-70,-46,-26,14
Argentina,2020-09-09,-52,-15,-70,-48,-25,13
Argentina,2020-09-10,-51,-16,-70,-46,-26,14
Argentina,2020-09-11,-50,-13,-71,-46,-24,16
Argentina,2020-09-12,-51,-11,-70,-41,-15,14
Argentina,2020-09-13,-62,-29,-69,-50,-20,15
Argentina,2020-09-14,-51,-19,-71,-48,-24,14
Argentina,2020-09-15,-50,-16,-71,-47,-25,14
Argentina,2020-09-16,-51,-17,-66,-46,-24,14
Argentina,2020-09-17,-52,-20,-69,-47,-25,15
Argentina,2020-09-18,-50,-13,-69,-45,-23,16
Argentina,2020-09-19,-51,-10,-69,-41,-15,15
Argentina,2020-09-20,-62,-29,-68,-50,-20,16
Argentina,2020-09-21,-51,-19,-69,-48,-27,15
Argentina,2020-09-22,-52,-17,-69,-46,-24,14
Argentina,2020-09-23,-54,-17,-66,-47,-23,14
Argentina,2020-09-24,-56,-21,-71,-48,-25,15
Argentina,2020-09-25,-57,-19,-76,-51,-24,18
Argentina,2020-09-26,-59,-19,-78,-53,-18,17
Argentina,2020-09-27,-70,-36,-80,-59,-23,18
Argentina,2020-09-28,-60,-32,-69,-47,-28,15
Argentina,2020-09-29,-51,-12,-68,-45,-23,13
Argentina,2020-09-30,-53,-16,-65,-45,-23,13
Argentina,2020-10-01,-54,-16,-71,-48,-22,14
Argentina,2020-10-02,-52,-10,-72,-45,-21,15
Argentina,2020-10-03,-53,-9,-74,-40,-14,14
Argentina,2020-10-04,-67,-32,-78,-54,-22,16
Argentina,2020-10-05,-51,-13,-70,-43,-22,13
Argentina,2020-10-06,-47,-8,-65,-39,-21,12
Argentina,2020-10-07,-48,-8,-61,-39,-20,11
Argentina,2020-10-08,-48,-8,-66,-40,-20,13
Argentina,2020-10-09,-47,-6,-66,-39,-19,14
Argentina,2020-10-10,-46,-4,-64,-32,-9,12
Argentina,2020-10-11,-60,-25,-69,-47,-17,14
Argentina,2020-10-12,-64,-35,-60,-57,-58,19
Argentina,2020-10-13,-46,-8,-65,-37,-20,12
Argentina,2020-10-14,-47,-8,-63,-38,-19,12
Argentina,2020-10-15,-47,-8,-66,-40,-20,13
Argentina,2020-10-16,-43,0,-63,-36,-18,14
Argentina,2020-10-17,-41,6,-65,-29,-10,12
Argentina,2020-10-18,-56,-26,-70,-38,3,10
Argentina,2020-10-19,-56,-25,-74,-49,-23,15
Argentina,2020-10-20,-53,-16,-73,-49,-24,15
Argentina,2020-10-21,-52,-15,-70,-44,-20,14
Argentina,2020-10-22,-55,-19,-74,-50,-23,16
Argentina,2020-10-23,-48,-8,-67,-39,-18,15
Argentina,2020-10-24,-48,-8,-64,-33,-9,13
Argentina,2020-10-25,-68,-36,-79,-57,-23,17
Argentina,2020-10-26,-48,-12,-64,-39,-19,13
Argentina,2020-10-27,-46,-11,-61,-37,-19,12
Argentina,2020-10-28,-51,-17,-69,-44,-19,13
Argentina,2020-10-29,-49,-16,-67,-42,-18,13
Argentina,2020-10-30,-46,-10,-64,-39,-16,13
Argentina,2020-10-31,-44,-6,-59,-32,-7,11
Argentina,2020-11-01,-54,-25,-56,-40,-13,11
Argentina,2020-11-02,-47,-14,-63,-40,-19,12
Argentina,2020-11-03,-43,-9,-62,-39,-18,11
Argentina,2020-11-04,-45,-9,-60,-40,-16,11
Argentina,2020-11-05,-44,-8,-62,-39,-16,11
Argentina,2020-11-06,-41,-4,-61,-38,-15,12
Argentina,2020-11-07,-40,-4,-58,-30,-6,10
Argentina,2020-11-08,-53,-23,-58,-39,-12,11
Argentina,2020-11-09,-44,-10,-65,-40,-17,11
Argentina,2020-11-10,-41,-6,-59,-36,-16,10
Argentina,2020-11-11,-42,-8,-57,-38,-15,10
Argentina,2020-11-12,-44,-10,-61,-39,-15,11
Argentina,2020-11-13,-41,-7,-60,-38,-14,11
Argentina,2020-11-14,-43,-8,-66,-34,-8,11
Argentina,2020-11-15,-51,-22,-55,-38,-10,10
Argentina,2020-11-16,-43,-11,-61,-39,-16,11
Argentina,2020-11-17,-43,-10,-60,-38,-16,10
Argentina,2020-11-18,-43,-10,-58,-39,-14,10
Argentina,2020-11-19,-42,-11,-60,-38,-14,11
Argentina,2020-11-20,-39,-4,-59,-36,-12,11
Argentina,2020-11-21,-38,-3,-56,-28,-4,8
Argentina,2020-11-22,-46,-18,-50,-35,-10,8
Argentina,2020-11-23,-59,-35,-57,-58,-56,15
Argentina,2020-11-24,-44,-11,-65,-39,-15,10
Argentina,2020-11-25,-44,-12,-61,-41,-14,11
Argentina,2020-11-26,-44,-14,-61,-38,-14,11
Argentina,2020-11-27,-40,-8,-58,-37,-11,10
Argentina,2020-11-28,-44,-11,-65,-38,-5,11
Argentina,2020-11-29,-52,-23,-60,-40,-9,11
Bahrain,2020-02-15,-3,3,-11,-1,3,1
Bahrain,2020-02-16,-2,-1,-7,-3,7,0
Bahrain,2020-02-17,-5,-1,-11,-3,5,0
Bahrain,2020-02-18,-5,-4,-6,-3,5,1
Bahrain,2020-02-19,-5,-4,-10,-3,5,0
Bahrain,2020-02-20,-3,-2,-11,0,5,0
Bahrain,2020-02-21,-4,2,-1,-3,3,1
Bahrain,2020-02-22,-4,2,-2,-3,3,1
Bahrain,2020-02-23,-4,-2,-1,-5,7,0
Bahrain,2020-02-24,-7,0,-10,-3,5,1
Bahrain,2020-02-25,-9,4,-11,-8,4,1
Bahrain,2020-02-26,-12,2,-24,-10,-3,5
Bahrain,2020-02-27,-12,0,-22,-11,-4,6
Bahrain,2020-02-28,-19,-5,-26,-14,1,5
Bahrain,2020-02-29,-12,-1,-15,-9,3,3
Bahrain,2020-03-01,-7,-1,-7,-8,-2,3
Bahrain,2020-03-02,-10,-1,-16,-6,-3,4
Bahrain,2020-03-03,-9,-3,-12,-9,-4,4
Bahrain,2020-03-04,-10,-3,-15,-8,-3,4
Bahrain,2020-03-05,-10,-2,-15,-9,-4,5
Bahrain,2020-03-06,-16,-3,-16,-12,0,4
Bahrain,2020-03-07,-13,-3,-12,-10,3,3
Bahrain,2020-03-08,-11,-5,-11,-11,3,4
Bahrain,2020-03-09,-14,-5,-16,-11,1,4
Bahrain,2020-03-10,-14,-5,-10,-11,0,4
Bahrain,2020-03-11,-15,-6,-16,-12,0,5
Bahrain,2020-03-12,-17,-1,-21,-15,0,6
Bahrain,2020-03-13,-26,-5,-25,-21,-2,7
Bahrain,2020-03-14,-24,-6,-23,-20,-1,6
Bahrain,2020-03-15,-16,0,-14,-16,0,5
Bahrain,2020-03-16,-20,-4,-18,-16,-2,6
Bahrain,2020-03-17,-21,-8,-16,-17,-3,6
Bahrain,2020-03-18,-29,-10,-28,-23,-7,8
Bahrain,2020-03-19,-33,-10,-30,-28,-10,11
Bahrain,2020-03-20,-44,-17,-41,-39,-18,13
Bahrain,2020-03-21,-35,-14,-32,-29,-12,11
Bahrain,2020-03-22,-33,-12,-30,-30,-11,11
Bahrain,2020-03-23,-33,-7,-37,-31,-16,12
Bahrain,2020-03-24,-34,-8,-38,-33,-19,13
Bahrain,2020-03-25,-32,-7,-43,-32,-20,13
Bahrain,2020-03-26,-42,-16,-49,-40,-24,18
Bahrain,2020-03-27,-61,-32,-66,-56,-36,20
Bahrain,2020-03-28,-51,-25,-49,-44,-26,16
Bahrain,2020-03-29,-45,-22,-40,-38,-25,16
Bahrain,2020-03-30,-45,-20,-42,-37,-26,15
Bahrain,2020-03-31,-43,-18,-37,-33,-26,15
Bahrain,2020-04-01,-44,-18,-40,-34,-26,15
Bahrain,2020-04-02,-44,-16,-43,-36,-26,18
Bahrain,2020-04-03,-55,-25,-56,-48,-33,17
Bahrain,2020-04-04,-46,-19,-40,-38,-22,15
Bahrain,2020-04-05,-39,-16,-31,-32,-24,15
Bahrain,2020-04-06,-42,-16,-37,-31,-26,15
Bahrain,2020-04-07,-43,-17,-35,-33,-26,16
Bahrain,2020-04-08,-44,-17,-41,-34,-26,16
Bahrain,2020-04-09,-43,-13,-45,-37,-26,19
Bahrain,2020-04-10,-50,-24,-60,-48,-29,18
Bahrain,2020-04-11,-38,-15,-44,-37,-20,15
Bahrain,2020-04-12,-33,-13,-35,-34,-22,15
Bahrain,2020-04-13,-36,-14,-39,-33,-23,16
Bahrain,2020-04-14,-35,-15,-35,-33,-24,16
Bahrain,2020-04-15,-34,-14,-40,-33,-24,16
Bahrain,2020-04-16,-36,-11,-40,-36,-23,18
Bahrain,2020-04-17,-48,-22,-54,-47,-25,17
Bahrain,2020-04-18,-37,-17,-37,-35,-17,14
Bahrain,2020-04-19,-32,-16,-30,-32,-20,15
Bahrain,2020-04-20,-31,-10,-33,-30,-22,14
Bahrain,2020-04-21,-30,-10,-29,-29,-22,14
Bahrain,2020-04-22,-27,-6,-35,-28,-22,14
Bahrain,2020-04-23,-32,-2,-40,-31,-23,17
Bahrain,2020-04-24,-60,-27,-64,-53,-31,19
Bahrain,2020-04-25,-52,-23,-47,-42,-21,18
Bahrain,2020-04-26,-44,-16,-35,-34,-24,19
Bahrain,2020-04-27,-45,-15,-40,-34,-25,19
Bahrain,2020-04-28,-44,-16,-35,-34,-26,17
Bahrain,2020-04-29,-45,-17,-40,-35,-27,19
Bahrain,2020-04-30,-46,-15,-42,-35,-27,22
Bahrain,2020-05-01,-55,-25,-57,-46,-30,19
Bahrain,2020-05-02,-49,-20,-42,-39,-38,20
Bahrain,2020-05-03,-42,-17,-31,-37,-41,22
Bahrain,2020-05-04,-43,-16,-36,-32,-25,18
Bahrain,2020-05-05,-43,-17,-33,-31,-25,19
Bahrain,2020-05-06,-44,-17,-36,-33,-26,19
Bahrain,2020-05-07,-41,-12,-39,-32,-24,22
Bahrain,2020-05-08,-46,-21,-51,-40,-21,18
Bahrain,2020-05-09,-38,-16,-37,-31,-16,16
Bahrain,2020-05-10,-33,-14,-29,-28,-20,18
Bahrain,2020-05-11,-35,-13,-34,-28,-22,18
Bahrain,2020-05-12,-37,-16,-31,-30,-23,19
Bahrain,2020-05-13,-39,-16,-37,-33,-24,19
Bahrain,2020-05-14,-40,-14,-38,-35,-24,21
Bahrain,2020-05-15,-49,-24,-53,-44,-24,19
Bahrain,2020-05-16,-41,-18,-38,-34,-17,17
Bahrain,2020-05-17,-33,-13,-29,-29,-21,18
Bahrain,2020-05-18,-34,-11,-32,-26,-22,18
Bahrain,2020-05-19,-34,-13,-28,-28,-24,18
Bahrain,2020-05-20,-31,-8,-32,-26,-24,19
Bahrain,2020-05-21,-32,-4,-35,-28,-24,21
Bahrain,2020-05-22,-41,-14,-51,-40,-20,18
Bahrain,2020-05-23,-29,-1,-33,-30,-17,16
Bahrain,2020-05-24,-34,-21,-23,-36,-64,25
Bahrain,2020-05-25,-33,-15,-22,-37,-60,23
Bahrain,2020-05-26,-32,-14,-23,-39,-54,24
Bahrain,2020-05-27,-27,-10,-29,-32,-22,15
Bahrain,2020-05-28,-30,-10,-31,-33,-22,18
Bahrain,2020-05-29,-43,-22,-43,-42,-20,17
Bahrain,2020-05-30,-32,-13,-31,-31,-13,13
Bahrain,2020-05-31,-24,-9,-22,-26,-17,14
Bahrain,2020-06-01,-27,-8,-27,-24,-19,14
Bahrain,2020-06-02,-28,-10,-25,-25,-19,15
Bahrain,2020-06-03,-29,-10,-31,-27,-20,15
Bahrain,2020-06-04,-30,-9,-32,-29,-20,17
Bahrain,2020-06-05,-41,-18,-45,-38,-20,16
Bahrain,2020-06-06,-32,-13,-30,-28,-14,13
Bahrain,2020-06-07,-26,-10,-21,-27,-19,15
Bahrain,2020-06-08,-29,-8,-26,-26,-19,15
Bahrain,2020-06-09,-29,-12,-23,-26,-20,15
Bahrain,2020-06-10,-29,-11,-27,-25,-20,15
Bahrain,2020-06-11,-31,-9,-30,-29,-21,18
Bahrain,2020-06-12,-42,-21,-44,-40,-20,17
Bahrain,2020-06-13,-33,-13,-27,-28,-13,14
Bahrain,2020-06-14,-27,-11,-19,-26,-18,15
Bahrain,2020-06-15,-28,-8,-25,-25,-19,15
Bahrain,2020-06-16,-28,-11,-21,-25,-20,15
Bahrain,2020-06-17,-29,-11,-27,-26,-21,15
Bahrain,2020-06-18,-30,-8,-30,-30,-20,17
Bahrain,2020-06-19,-41,-19,-41,-39,-19,16
Bahrain,2020-06-20,-32,-12,-26,-26,-13,13
Bahrain,2020-06-21,-26,-10,-19,-25,-19,14
Bahrain,2020-06-22,-27,-8,-22,-24,-20,14
Bahrain,2020-06-23,-27,-10,-19,-21,-21,14
Bahrain,2020-06-24,-29,-12,-26,-24,-21,15
Bahrain,2020-06-25,-27,-5,-28,-25,-21,16
Bahrain,2020-06-26,-38,-14,-40,-36,-18,15
Bahrain,2020-06-27,-28,-7,-25,-25,-14,12
Bahrain,2020-06-28,-22,-5,-18,-22,-18,13
Bahrain,2020-06-29,-24,-5,-23,-22,-20,13
Bahrain,2020-06-30,-22,-7,-22,-21,-20,13
Bahrain,2020-07-01,-24,-6,-26,-21,-22,14
Bahrain,2020-07-02,-26,-6,-28,-24,-22,16
Bahrain,2020-07-03,-37,-15,-41,-33,-19,15
Bahrain,2020-07-04,-28,-10,-26,-24,-14,12
Bahrain,2020-07-05,-21,-8,-18,-21,-20,13
Bahrain,2020-07-06,-24,-8,-23,-20,-21,13
Bahrain,2020-07-07,-23,-9,-21,-21,-22,14
Bahrain,2020-07-08,-25,-11,-27,-24,-22,14
Bahrain,2020-07-09,-27,-8,-31,-24,-22,16
Bahrain,2020-07-10,-38,-17,-44,-35,-19,15
Bahrain,2020-07-11,-29,-12,-30,-24,-13,12
Bahrain,2020-07-12,-23,-10,-20,-23,-20,13
Bahrain,2020-07-13,-25,-10,-27,-23,-21,14
Bahrain,2020-07-14,-25,-13,-21,-24,-21,14
Bahrain,2020-07-15,-24,-9,-28,-25,-21,14
Bahrain,2020-07-16,-27,-8,-31,-29,-21,16
Bahrain,2020-07-17,-38,-18,-44,-36,-18,15
Bahrain,2020-07-18,-30,-13,-29,-27,-13,12
Bahrain,2020-07-19,-24,-11,-23,-26,-19,13
Bahrain,2020-07-20,-25,-9,-28,-24,-20,13
Bahrain,2020-07-21,-25,-11,-23,-26,-21,13
Bahrain,2020-07-22,-27,-13,-31,-26,-21,14
Bahrain,2020-07-23,-28,-10,-34,-27,-21,16
Bahrain,2020-07-24,-38,-19,-45,-37,-16,15
Bahrain,2020-07-25,-28,-12,-30,-28,-12,11
Bahrain,2020-07-26,-18,-6,-21,-24,-19,12
Bahrain,2020-07-27,-20,-3,-25,-22,-21,12
Bahrain,2020-07-28,-18,-4,-22,-22,-21,12
Bahrain,2020-07-29,-16,1,-25,-19,-21,11
Bahrain,2020-07-30,-21,5,-33,-27,-34,18
Bahrain,2020-07-31,-39,-24,-41,-27,-24,13
Bahrain,2020-08-01,-33,-14,-27,-32,-45,17
Bahrain,2020-08-02,-22,-7,-19,-30,-55,20
Bahrain,2020-08-03,-23,-6,-24,-29,-49,19
Bahrain,2020-08-04,-22,-9,-20,-27,-36,16
Bahrain,2020-08-05,-24,-11,-27,-25,-22,13
Bahrain,2020-08-06,-26,-8,-28,-27,-22,15
Bahrain,2020-08-07,-37,-18,-41,-37,-16,13
Bahrain,2020-08-08,-29,-13,-28,-28,-13,11
Bahrain,2020-08-09,-21,-8,-19,-25,-19,11
Bahrain,2020-08-10,-24,-7,-23,-23,-21,12
Bahrain,2020-08-11,-23,-10,-18,-23,-22,12
Bahrain,2020-08-12,-24,-10,-24,-24,-22,12
Bahrain,2020-08-13,-25,-7,-25,-26,-21,14
Bahrain,2020-08-14,-35,-16,-38,-34,-16,13
Bahrain,2020-08-15,-27,-11,-25,-26,-13,10
Bahrain,2020-08-16,-21,-10,-17,-24,-19,11
Bahrain,2020-08-17,-24,-9,-23,-22,-21,11
Bahrain,2020-08-18,-25,-13,-22,-23,-20,12
Bahrain,2020-08-19,-21,-8,-24,-20,-21,11
Bahrain,2020-08-20,-31,-8,-29,-33,-52,23
Bahrain,2020-08-21,-39,-22,-41,-34,-16,13
Bahrain,2020-08-22,-32,-18,-32,-28,-12,11
Bahrain,2020-08-23,-26,-16,-25,-25,-18,11
Bahrain,2020-08-24,-28,-14,-30,-23,-19,11
Bahrain,2020-08-25,-27,-14,-25,-23,-20,11
Bahrain,2020-08-26,-25,-11,-29,-19,-19,10
Bahrain,2020-08-27,-26,-7,-28,-24,-20,12
Bahrain,2020-08-28,-37,-15,-42,-31,-17,11
Bahrain,2020-08-29,-38,-15,-30,-31,-40,14
Bahrain,2020-08-30,-32,-13,-21,-32,-56,19
Bahrain,2020-08-31,-23,-9,-25,-24,-37,14
Bahrain,2020-09-01,-24,-11,-22,-20,-21,10
Bahrain,2020-09-02,-24,-12,-26,-18,-21,10
Bahrain,2020-09-03,-25,-10,-26,-22,-21,12
Bahrain,2020-09-04,-35,-17,-36,-28,-17,12
Bahrain,2020-09-05,-27,-12,-26,-23,-15,9
Bahrain,2020-09-06,-22,-11,-19,-23,-21,10
Bahrain,2020-09-07,-24,-11,-22,-20,-23,11
Bahrain,2020-09-08,-24,-12,-20,-20,-22,11
Bahrain,2020-09-09,-27,-16,-26,-19,-21,11
Bahrain,2020-09-10,-27,-12,-26,-24,-23,12
Bahrain,2020-09-11,-36,-19,-39,-28,-21,12
Bahrain,2020-09-12,-29,-15,-25,-26,-16,9
Bahrain,2020-09-13,-23,-15,-21,-23,-21,10
Bahrain,2020-09-14,-26,-15,-22,-19,-21,11
Bahrain,2020-09-15,-24,-13,-20,-18,-20,11
Bahrain,2020-09-16,-25,-16,-25,-19,-21,11
Bahrain,2020-09-17,-26,-14,-27,-26,-22,13
Bahrain,2020-09-18,-36,-20,-40,-29,-20,13
Bahrain,2020-09-19,-29,-16,-26,-27,-16,10
Bahrain,2020-09-20,-23,-14,-22,-24,-20,11
Bahrain,2020-09-21,-25,-13,-20,-17,-22,11
Bahrain,2020-09-22,-25,-14,-19,-15,-20,11
Bahrain,2020-09-23,-27,-14,-28,-14,-20,12
Bahrain,2020-09-24,-26,-9,-31,-17,-21,13
Bahrain,2020-09-25,-33,-15,-41,-21,-19,12
Bahrain,2020-09-26,-26,-9,-28,-16,-14,10
Bahrain,2020-09-27,-21,-8,-23,-15,-19,11
Bahrain,2020-09-28,-23,-9,-24,-9,-21,11
Bahrain,2020-09-29,-23,-9,-21,-10,-20,11
Bahrain,2020-09-30,-25,-10,-27,-11,-21,10
Bahrain,2020-10-01,-25,-7,-28,-15,-21,12
Bahrain,2020-10-02,-33,-12,-38,-19,-19,10
Bahrain,2020-10-03,-26,-9,-26,-15,-15,8
Bahrain,2020-10-04,-23,-9,-20,-14,-19,9
Bahrain,2020-10-05,-24,-9,-22,-10,-21,8
Bahrain,2020-10-06,-24,-9,-18,-9,-20,9
Bahrain,2020-10-07,-27,-14,-28,-10,-19,10
Bahrain,2020-10-08,-26,-11,-26,-16,-21,11
Bahrain,2020-10-09,-32,-14,-32,-21,-18,11
Bahrain,2020-10-10,-26,-12,-25,-18,-13,9
Bahrain,2020-10-11,-23,-11,-20,-18,-18,11
Bahrain,2020-10-12,-25,-11,-20,-12,-20,11
Bahrain,2020-10-13,-25,-12,-19,-13,-19,11
Bahrain,2020-10-14,-27,-15,-27,-13,-18,11
Bahrain,2020-10-15,-26,-8,-26,-18,-18,12
Bahrain,2020-10-16,-33,-14,-32,-22,-18,11
Bahrain,2020-10-17,-27,-10,-26,-19,-13,9
Bahrain,2020-10-18,-23,-12,-21,-18,-18,11
Bahrain,2020-10-19,-26,-11,-22,-13,-19,11
Bahrain,2020-10-20,-24,-10,-18,-15,-18,11
Bahrain,2020-10-21,-25,-12,-24,-15,-17,11
Bahrain,2020-10-22,-23,-6,-16,-17,-17,11
Bahrain,2020-10-23,-30,-12,-25,-23,-16,10
Bahrain,2020-10-24,-26,-11,-20,-21,-11,9
Bahrain,2020-10-25,-19,-9,-15,-20,-16,10
Bahrain,2020-10-26,-19,-5,-15,-12,-18,9
Bahrain,2020-10-27,-18,-4,-12,-12,-17,8
Bahrain,2020-10-28,-14,-4,-13,-8,-17,7
Bahrain,2020-10-29,-19,-3,-11,-17,-52,18
Bahrain,2020-10-30,-28,-13,-26,-19,-17,9
Bahrain,2020-10-31,-23,-10,-21,-20,-13,7
Bahrain,2020-11-01,-19,-8,-19,-16,-16,8
Bahrain,2020-11-02,-20,-7,-18,-10,-18,8
Bahrain,2020-11-03,-20,-9,-14,-13,-17,9
Bahrain,2020-11-04,-22,-13,-21,-14,-17,9
Bahrain,2020-11-05,-20,-9,-19,-19,-17,10
Bahrain,2020-11-06,-27,-12,-23,-21,-16,9
Bahrain,2020-11-07,-23,-11,-19,-23,-13,8
Bahrain,2020-11-08,-19,-12,-17,-20,-16,9
Bahrain,2020-11-09,-21,-11,-18,-16,-17,9
Bahrain,2020-11-10,-21,-11,-16,-18,-17,9
Bahrain,2020-11-11,-20,-13,-19,-18,-17,9
Bahrain,2020-11-12,-22,-8,-16,-30,-42,17
Bahrain,2020-11-13,-29,-14,-23,-29,-18,10
Bahrain,2020-11-14,-25,-13,-19,-28,-17,10
Bahrain,2020-11-15,-19,-10,-18,-22,-16,9
Bahrain,2020-11-16,-21,-11,-17,-17,-17,9
Bahrain,2020-11-17,-21,-12,-14,-18,-16,9
Bahrain,2020-11-18,-22,-13,-22,-20,-16,9
Bahrain,2020-11-19,-20,-8,-22,-25,-16,10
Bahrain,2020-11-20,-27,-11,-27,-30,-15,8
Bahrain,2020-11-21,-23,-10,-24,-27,-12,7
Bahrain,2020-11-22,-19,-11,-20,-22,-15,9
Bahrain,2020-11-23,-21,-10,-24,-20,-16,9
Bahrain,2020-11-24,-20,-9,-22,-19,-16,9
Bahrain,2020-11-25,-21,-10,-28,-18,-15,9
Bahrain,2020-11-26,-17,-3,-23,-22,-16,9
Bahrain,2020-11-27,-20,-2,-31,-23,-13,7
Bahrain,2020-11-28,-18,-3,-23,-22,-11,6
Bahrain,2020-11-29,-15,-5,-22,-20,-15,8
Brazil,2020-02-15,5,4,-5,8,6,0
Brazil,2020-02-16,2,3,-13,3,0,1
Brazil,2020-02-17,-2,0,-12,9,19,-1
Brazil,2020-02-18,-3,-1,-11,9,15,-1
Brazil,2020-02-19,-1,-2,-5,8,14,-1
Brazil,2020-02-20,1,7,2,11,15,-2
Brazil,2020-02-21,2,10,1,12,13,-1
Brazil,2020-02-22,-3,6,12,6,-4,0
Brazil,2020-02-23,4,7,32,2,-3,1
Brazil,2020-02-24,-14,-7,69,-27,-45,8
Brazil,2020-02-25,-31,-29,51,-35,-61,10
Brazil,2020-02-26,-18,-11,-8,-17,-18,6
Brazil,2020-02-27,-8,2,-11,1,10,1
Brazil,2020-02-28,-5,3,-17,2,13,1
Brazil,2020-02-29,-3,5,-23,-2,5,3
Brazil,2020-03-01,-9,3,-34,-10,-1,5
Brazil,2020-03-02,-6,1,-25,6,20,0
Brazil,2020-03-03,-5,2,-21,6,15,-1
Brazil,2020-03-04,-1,2,-11,7,16,-1
Brazil,2020-03-05,0,7,-5,10,18,-2
Brazil,2020-03-06,6,11,-7,13,18,-2
Brazil,2020-03-07,9,13,-14,8,7,0
Brazil,2020-03-08,8,11,-17,2,3,1
Brazil,2020-03-09,1,5,-12,12,21,-2
Brazil,2020-03-10,0,5,-11,11,17,-2
Brazil,2020-03-11,1,2,-6,10,17,-1
Brazil,2020-03-12,-2,4,-5,10,17,-2
Brazil,2020-03-13,0,7,-8,10,18,-2
Brazil,2020-03-14,-2,7,-15,0,6,1
Brazil,2020-03-15,-8,7,-21,-7,0,3
Brazil,2020-03-16,-11,6,-23,-4,14,1
Brazil,2020-03-17,-19,7,-28,-15,3,4
Brazil,2020-03-18,-25,5,-28,-22,-6,7
Brazil,2020-03-19,-36,2,-34,-31,-17,10
Brazil,2020-03-20,-45,0,-45,-37,-21,13
Brazil,2020-03-21,-63,-16,-66,-50,-30,16
Brazil,2020-03-22,-72,-33,-75,-60,-34,17
Brazil,2020-03-23,-65,-26,-61,-58,-42,20
Brazil,2020-03-24,-71,-33,-62,-63,-51,22
Brazil,2020-03-25,-69,-32,-57,-63,-52,23
Brazil,2020-03-26,-69,-29,-54,-62,-50,22
Brazil,2020-03-27,-67,-26,-56,-60,-48,23
Brazil,2020-03-28,-70,-27,-64,-59,-41,19
Brazil,2020-03-29,-71,-35,-70,-62,-34,17
Brazil,2020-03-30,-62,-26,-55,-59,-43,20
Brazil,2020-03-31,-60,-21,-53,-58,-45,19
Brazil,2020-04-01,-58,-19,-48,-57,-45,20
Brazil,2020-04-02,-59,-17,-48,-57,-45,20
Brazil,2020-04-03,-60,-14,-52,-55,-42,20
Brazil,2020-04-04,-63,-13,-60,-53,-35,16
Brazil,2020-04-05,-67,-24,-66,-57,-30,15
Brazil,2020-04-06,-56,-14,-53,-53,-38,18
Brazil,2020-04-07,-53,-8,-50,-53,-40,17
Brazil,2020-04-08,-52,-7,-46,-52,-40,18
